,gender,ethnicity,parent_ed,lunch,test_prep,math_score,reading_score,writing_score,prep_course,free_lunch,male,eth_B,eth_C,eth_D,eth_E,ped_shs,ped_hs,ped_sc,ped_ad,ped_md
961,female,group D,some high school,free/reduced,none,48,54,53,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
962,female,group E,associate's degree,standard,none,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
963,female,group C,some high school,free/reduced,completed,65,76,75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
964,male,group D,some college,standard,none,72,57,58,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
965,female,group D,some college,standard,none,62,70,72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
966,male,group A,some high school,standard,completed,66,68,64,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
967,male,group C,some college,standard,none,63,63,60,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
968,female,group E,associate's degree,standard,none,68,76,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
969,female,group B,bachelor's degree,standard,none,75,84,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,female,group D,bachelor's degree,standard,none,89,100,100,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
971,male,group C,some high school,standard,completed,78,72,69,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
972,female,group A,high school,free/reduced,completed,53,50,60,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
973,female,group D,some college,free/reduced,none,49,65,61,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
974,female,group A,some college,standard,none,54,63,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
975,female,group C,some college,standard,completed,64,82,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
976,male,group B,some college,free/reduced,completed,60,62,60,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
977,male,group C,associate's degree,standard,none,62,65,58,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
978,male,group D,high school,standard,completed,55,41,48,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
979,female,group C,associate's degree,standard,none,91,95,94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
980,female,group B,high school,free/reduced,none,8,24,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
981,male,group D,some high school,standard,none,81,78,78,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
982,male,group B,some high school,standard,completed,79,85,86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
983,female,group A,some college,standard,completed,78,87,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
984,female,group C,some high school,standard,none,74,75,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
985,male,group A,high school,standard,none,57,51,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
986,female,group C,associate's degree,standard,none,40,59,51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
987,male,group E,some high school,standard,completed,81,75,76,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
988,female,group A,some high school,free/reduced,none,44,45,45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
989,female,group D,some college,free/reduced,completed,67,86,83,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
990,male,group E,high school,free/reduced,completed,86,81,75,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
991,female,group B,some high school,standard,completed,65,82,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
992,female,group D,associate's degree,free/reduced,none,55,76,76,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
993,female,group D,bachelor's degree,free/reduced,none,62,72,74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
994,male,group A,high school,standard,none,63,63,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
995,female,group E,master's degree,standard,completed,88,99,95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
996,male,group C,high school,free/reduced,none,62,55,55,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
997,female,group C,high school,free/reduced,completed,59,71,65,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
998,female,group D,some college,standard,completed,68,78,77,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
999,female,group D,some college,free/reduced,none,77,86,86,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
